series_id,year,raw_ring_width,fitted_growth,rwi
4TANA,1892,310,205.1399626006847,1.5111633836232614
4TANA,1893,377,199.6872952004199,1.8879518580369217
4TANA,1894,337,194.5897885259722,1.7318483284903723
4TANA,1895,155,189.82430910304302,0.8165445233669244
4TANA,1896,214,185.36923026142048,1.1544526548349068
4TANA,1897,149,181.20433398895415,0.8222761383239473
4TANA,1898,134,177.31071917829317,0.7557354717243999
4TANA,1899,100,173.6707158499939,0.5758023136518529
4TANA,1900,186,170.26780496272502,1.0923967689647438
4TANA,1901,124,167.0865434466528,0.7421303801140071
4TANA,1902,101,164.11249411979415,0.6154315095977696
4TANA,1903,133,161.33216016928355,0.8243861599599546
4TANA,1904,145,158.7329239002177,0.9134840865852728
4TANA,1905,123,156.30298947410796,0.7869331252962075
4TANA,1906,165,154.03132937707676,1.071210646998127
4TANA,1907,121,151.9076343748599,0.7965366618863299
4TANA,1908,72,149.9222667275015,0.48024887544468026
4TANA,1909,129,148.06621645142,0.8712318251363197
4TANA,1910,113,146.33106043035468,0.7722215616265667
4TANA,1911,149,144.70892418962987,1.0296531525916606
4TANA,1912,98,143.19244616026086,0.6843936438540793
4TANA,1913,51,141.77474427072573,0.3597255651021527
4TANA,1914,203,140.44938471478963,1.445360550437667
4TANA,1915,138,139.21035275364355,0.9913055837464512
4TANA,1916,264,138.05202541985287,1.9123225407023612
4TANA,1917,234,136.96914599924003,1.7084139518640085
4TANA,1918,116,135.9568001748958,0.8532121957178809
4TANA,1919,69,135.01039372505562,0.5110717634119067
4TANA,1920,50,134.12563167362984,0.37278482401981033
4TANA,1921,67,133.29849879876903,0.5026313169598781
4TANA,1922,111,132.52524141100807,0.8375762897556202
4TANA,1923,147,131.80235031829517,1.1153063632401348
4TANA,1924,115,131.12654490059742,0.8770154058980018
4TANA,1925,101,130.49475822181066,0.7739774484146218
4TANA,1926,120,129.9041231114083,0.9237582081754685
4TANA,1927,59,129.3519591526653,0.4561198793314473
4TANA,1928,68,128.83576051840691,0.5278037691273205
4TANA,1929,158,128.35318459907887,1.2309784170414255
4TANA,1930,124,127.90204137153064,0.9694919539227996
4TANA,1931,132,127.48028346026555,1.0354542398012725
4TANA,1932,144,127.08599684605349,1.1330910058834838
4TANA,1933,148,126.7173921797403,1.1679533286959671
4TANA,1934,100,126.37279666183417,0.7913095432048864
4TANA,1935,140,126.05064645101702,1.1106646728258047
4TANA,1936,91,125.74947956712906,0.7236610466560326
4TANA,1937,88,125.46792925641931,0.7013744509973864
4TANA,1938,112,125.20471778895183,0.8945349822104146
4TANA,1939,92,124.95865066001939,0.7362435454773638
4TANA,1940,83,124.72861116924936,0.6654447541901505
4TANA,1941,177,124.51355535280072,1.421531972952523
4TANA,1942,120,124.31250724565368,0.9653091443395012
4TANA,1943,243,124.12455445249093,1.957710954708877
4TANA,1944,209,123.94884400707083,1.686179501505293
4TANA,1945,108,123.78457850130101,0.8724834814448627
4TANA,1946,181,123.63101246644577,1.46403395385219
4TANA,1947,131,123.48744899004427,1.0608365552240164
4TANA,1948,135,123.35323655318666,1.0944179802026643
4TANA,1949,172,123.22776607379481,1.395789321515396
4TANA,1950,220,123.11046814248967,1.7870129430859536
4TANA,1951,105,123.00081043850099,0.8536529119253146
4TANA,1952,71,122.8982953138925,0.5777134647690603
4TANA,1953,119,122.80245753513887,0.9690359817591531
4TANA,1954,215,122.71286217180585,1.752057577297694
4TANA,1955,206,122.62910262275149,1.6798622479830545
4TANA,1956,184,122.55079877089128,1.5014182024548695
4TANA,1957,131,122.47759525815309,1.0695833774649457
4TANA,1958,64,122.40915987279328,0.5228366902158984
4TANA,1959,172,122.34518204175538,1.4058583846914205
4TANA,1960,102,122.28537142122927,0.8341144882215433
4TANA,1961,160,122.22945657901462,1.3090134283348367
4TANA,1962,152,122.17718376270898,1.2440948082025898
4TANA,1963,126,122.12831574813003,1.0317017738937355
4TANA,1964,78,122.08263076274638,0.6389115266657718
4TANA,1965,24,122.03992147923056,0.19665696035443989
4TANA,1966,64,121.99999407456764,0.5245901894133089
4TANA,1967,106,121.96266735044858,0.8691184138783935
4TANA,1968,72,121.92777191095729,0.5905135382329543
4TANA,1969,122,121.89514939381897,1.0008601704555304
4TANA,1970,60,121.86465175172148,0.4923494970653164
4TANA,1971,56,121.8361405804479,0.4596337321028601
4TANA,1972,60,121.80948649077129,0.49257247303596347
4TANA,1973,109,121.7845685212613,0.8950230831664904
4TANA,1974,177,121.76127358933779,1.4536641641657342
4TANA,1975,180,121.73949597808,1.4785669889122113
4TANA,1976,106,121.7191368564628,0.8708573091920658
4TANA,1977,80,121.70010383084225,0.6573535887134201
4TANA,1978,60,121.68231052565534,0.4930872839347481
4TANA,1979,36,121.66567619143089,0.2958928197904968
4TANA,1980,110,121.65012533833283,0.9042325249897479
4TANA,1981,80,121.63558739357264,0.6577022540380916
4TANA,1982,80,121.62199638113636,0.6577757509365144
4TANA,1983,78,121.60929062237267,0.641398363569191
4TANA,1984,69,121.59741245608315,0.567446285297563
4TANA,1985,156,121.58630797684458,1.2830392056127677
4TANA,1986,221,121.57592679037572,1.817794080081773
4TANA,1987,267,121.5662217848382,2.196333784828545
4TANA,1988,227,121.55714891703398,1.8674343880419044
4TANA,1989,199,121.54866701252865,1.6372042975961887
4TANA,1990,75,121.54073757879392,0.6170770516459807
4TANA,1991,34,121.53332463052104,0.27975865963812757
4TANA,1992,107,121.52639452631249,0.8804671644959624
4TANA,1993,219,121.51991581601082,1.8021737303668022
4TANA,1994,208,121.51385909797169,1.711738904056187
4TANA,1995,136,121.50819688563351,1.1192660535322283
4TANA,1996,218,121.50290348277814,1.7941958072705595
4TANA,1997,169,121.49795486691639,1.39096991537936
4TANA,1998,140,121.49332858026935,1.1523266473640443
4TANA,1999,277,121.48900362785065,2.2800417463996663
4TANA,2000,209,121.48496038218708,1.7203775623130133
4TANA,2001,30,121.48118049424535,0.24695183136964266
4TANA,2002,49,121.47764681016064,0.40336639115651307
4TANA,2003,55,121.47434329338894,0.45277050699637983
4TANA,2004,170,121.47125495193022,1.399508057007183
4TANA,2005,56,121.46836777029172,0.4610253766305755
4TANA,2006,89,121.46566864588304,0.7327173265679509
4TANA,2007,112,121.4631453295539,0.9220903978414318
4TANA,2008,130,121.46078637000522,1.0703042840837687
4TANA,2009,60,121.45858106182094,0.4939955619064966
4TANA,2010,80,121.45651939688459,0.6586719296523167
4TANA,2011,162,121.45459201896071,1.3338318239520297
4TANA,2012,149,121.45279018123435,1.2268141372269763
4TANA,2013,88,121.45110570661629,0.7245714189920794
4TANA,2014,121,121.44953095063391,0.9962986192938313
5TANA,1893,433,285.88856120944115,1.5145761627125243
5TANA,1894,408,281.90351611708866,1.4473036931917413
5TANA,1895,372,277.9795681332083,1.3382278506949004
5TANA,1896,296,274.1157805415078,1.0798356789793735
5TANA,1897,379,270.3112309870521,1.4020875071156553
5TANA,1898,379,266.56501125608133,1.4217919981850342
5TANA,1899,90,262.8762270592034,0.34236644753628004
5TANA,1900,246,259.2439978179117,0.9489130011518568
5TANA,1901,61,255.6674564543749,0.23859117951871886
5TANA,1902,32,252.14574918445035,0.12691072565570508
5TANA,1903,104,248.67803531387042,0.4182114430361161
5TANA,1904,40,245.26348703755383,0.16308990988893243
5TANA,1905,82,241.90128924199382,0.33898124419654757
5TANA,1906,105,238.59063931067612,0.44008432310404394
5TANA,1907,87,235.33074693248003,0.3696924483266168
5TANA,1908,151,232.12083391301695,0.6505232531457494
5TANA,1909,190,228.9601339888618,0.829838787608514
5TANA,1910,160,225.847892644632,0.708441412166539
5TANA,1911,330,222.78336693287142,1.4812595955578445
5TANA,1912,350,219.7658252966954,1.5926043074599139
5TANA,1913,50,216.79454739515526,0.23063310678595672
5TANA,1914,359,213.86882393128002,1.6785990281377023
5TANA,1915,300,210.98795648275444,1.4218821064534133
5TANA,1916,432,208.1512573351934,2.0754138386218584
5TANA,1917,208,205.35804931797216,1.0128650943598374
5TANA,1918,164,202.60766564257352,0.8094461750984165
5TANA,1919,323,199.8994497434136,1.615812351732811
5TANA,1920,200,197.23275512110817,1.0140303514859519
5TANA,1921,281,194.6069451881413,1.4439361335657162
5TANA,1922,331,192.0213931169009,1.7237662670142706
5TANA,1923,262,189.47548169004367,1.382764659907801
5TANA,1924,225,186.9686031531544,1.2034106058742515
5TANA,1925,165,184.50015906966408,0.8943081720471517
5TANA,1926,326,182.06956017799249,1.790524454946231
5TANA,1927,199,179.67622625088094,1.107547749373016
5TANA,1928,333,177.3195859568817,1.8779651339868044
5TANA,1929,168,174.99907672397097,0.9600050648552235
5TANA,1930,157,172.71414460525293,0.909016458141466
5TANA,1931,165,170.46424414672282,0.9679449249074216
5TANA,1932,224,168.2488382570572,1.3313613473976205
5TANA,1933,303,166.0673980794008,1.824560410437264
5TANA,1934,111,163.919402865119,0.6771620568392157
5TANA,1935,259,161.80433984948567,1.6006987219312416
5TANA,1936,120,159.72170412927733,0.7513067848491841
5TANA,1937,65,157.67099854224355,0.4122508298987214
5TANA,1938,231,155.65173354842563,1.484082410994365
5TANA,1939,210,153.6634271132945,1.366623170815845
5TANA,1940,252,151.70560459268071,1.661111998311486
5TANA,1941,218,149.7777986194683,1.455489411710876
5TANA,1942,206,147.87954899202586,1.3930256171602753
5TANA,1943,179,146.01040256434837,1.2259400484914953
5TANA,1944,167,144.16991313788301,1.1583554180287428
5TANA,1945,79,142.35764135501384,0.5549403547856521
5TANA,1946,117,140.57315459417902,0.8323068535935442
5TANA,1947,51,138.81602686659653,0.36739273663992317
5TANA,1948,154,137.08583871457307,1.1233837239792797
5TANA,1949,90,135.38217711137193,0.6647847000271065
5TANA,1950,85,133.70463536261613,0.6357296422033102
5TANA,1951,129,132.05281300920345,0.9768818782452542
5TANA,1952,35,130.42631573170945,0.26835075271156145
5TANA,1953,113,128.82475525625648,0.8771606029852097
5TANA,1954,141,127.24774926182589,1.1080746089259101
5TANA,1955,207,125.69492128899104,1.6468445811273207
5TANA,1956,201,124.1659006500498,1.6188019331209142
5TANA,1957,131,122.66032234053488,1.0679900191058698
5TANA,1958,86,121.17782695208054,0.709700793974532
5TANA,1959,93,119.71806058662564,0.7768251468850602
5TANA,1960,88,118.28067477193167,0.7439930501722386
5TANA,1961,152,116.86532637839646,1.3006424121714384
5TANA,1962,135,115.47167753714275,1.1691178553855837
